Model,Dataset,Best_Params,Train_F2_Macro,Train_F1_Macro,Train_Accuracy,Test_F2_Macro,Test_F1_Macro,Test_Accuracy,Test_Precision,Test_Recall,Test_AUC_ROC,Test_Brier_Score
DecisionTree,Features,"{'classifier__criterion': 'gini', 'classifier__max_depth': None, 'classifier__min_samples_leaf': 1, 'resampler': 'passthrough'}",1.0,1.0,1.0,0.974366243963846,0.9740169706136808,0.9733333333333334,0.9740259740259741,0.9747474747474748,0.9803751803751802,0.017777777777777778
