Model,Dataset,Best_Params,Train_F2_Macro,Train_F1_Macro,Train_Accuracy,Test_F2_Macro,Test_F1_Macro,Test_Accuracy,Test_Precision,Test_Recall,Test_AUC_ROC,Test_Brier_Score
LogisticRegression,Features,"{'classifier__C': 10.0, 'classifier__solver': 'lbfgs', 'resampler': 'passthrough'}",0.9971970758036417,0.9968490923146642,0.9966542750929367,0.938912938912939,0.9359340096667285,0.9333333333333333,0.9382716049382717,0.9429292929292928,0.9973227331717899,0.03310454933982945
