Model,Dataset,Best_Params,Train_F2_Macro,Train_F1_Macro,Train_Accuracy,Test_F2_Macro,Test_F1_Macro,Test_Accuracy,Test_Precision,Test_Recall,Test_AUC_ROC,Test_Brier_Score
RandomForest,Features,"{'classifier__max_depth': 5, 'classifier__min_samples_split': 5, 'classifier__n_estimators': 50, 'resampler': SMOTE(random_state=42)}",0.9962616587383162,0.9958027580096911,0.995539033457249,0.9547238184490136,0.9490879466104202,0.9466666666666667,0.9441269841269841,0.9595959595959597,0.9978944884605263,0.026293524949146108
